2022-09-22 10:08:18,865 Steering: -86
2022-09-22 10:08:18,987 -100_-71
2022-09-22 10:08:19,057 Steering: 19
2022-09-22 10:08:19,058 10_29
2022-09-22 10:08:19,111 Steering: 19
2022-09-22 10:08:19,111 10_29
2022-09-22 10:08:19,151 Steering: 19
2022-09-22 10:08:19,151 10_29
2022-09-22 10:08:19,190 Steering: 85
2022-09-22 10:08:19,191 70_100
2022-09-22 10:08:19,543 Steering: 85
2022-09-22 10:08:19,543 70_100
2022-09-22 10:08:19,571 Steering: 85
2022-09-22 10:08:19,572 70_100
2022-09-22 10:08:19,708 Steering: 85
2022-09-22 10:08:19,709 70_100
2022-09-22 10:08:19,735 Steering: 85
2022-09-22 10:08:19,735 70_100
2022-09-22 10:08:19,801 Steering: -1
2022-09-22 10:08:19,802 -10_9
2022-09-22 10:08:19,833 Steering: -1
2022-09-22 10:08:19,833 -10_9
2022-09-22 10:08:19,858 Steering: -1
2022-09-22 10:08:19,859 -10_9
2022-09-22 10:08:19,887 Steering: -1
2022-09-22 10:08:19,888 -10_9
2022-09-22 10:08:19,923 Steering: -1
2022-09-22 10:08:19,925 -10_9
2022-09-22 10:08:19,955 Steering: -1
2022-09-22 10:08:19,955 -10_9
2022-09-22 10:08:19,987 Steering: -1
2022-09-22 10:08:19,987 -10_9
2022-09-22 10:08:20,028 Steering: -1
2022-09-22 10:08:20,029 -10_9
2022-09-22 10:08:20,055 Steering: -1
2022-09-22 10:08:20,055 -10_9
2022-09-22 10:08:20,084 Steering: -1
2022-09-22 10:08:20,084 -10_9
2022-09-22 10:08:20,117 Steering: -1
2022-09-22 10:08:20,117 -10_9
2022-09-22 10:08:20,148 Steering: -1
2022-09-22 10:08:20,149 -10_9
2022-09-22 10:08:20,183 Steering: -1
2022-09-22 10:08:20,184 -10_9
2022-09-22 10:08:20,218 Steering: -1
2022-09-22 10:08:20,218 -10_9
2022-09-22 10:08:20,250 Steering: -1
2022-09-22 10:08:20,251 -10_9
2022-09-22 10:08:20,285 Steering: -1
2022-09-22 10:08:20,285 -10_9
2022-09-22 10:08:20,318 Steering: -1
2022-09-22 10:08:20,318 -10_9
2022-09-22 10:08:20,350 Steering: 85
2022-09-22 10:08:20,350 70_100
2022-09-22 10:08:20,386 Steering: -1
2022-09-22 10:08:20,387 -10_9
2022-09-22 10:08:20,418 Steering: 85
2022-09-22 10:08:20,419 70_100
2022-09-22 10:08:20,450 Steering: 85
2022-09-22 10:08:20,450 70_100
2022-09-22 10:08:20,486 Steering: 85
2022-09-22 10:08:20,486 70_100
2022-09-22 10:08:20,524 Steering: 85
2022-09-22 10:08:20,524 70_100
2022-09-22 10:08:20,552 Steering: -1
2022-09-22 10:08:20,553 -10_9
2022-09-22 10:08:20,584 Steering: -86
2022-09-22 10:08:20,587 -100_-71
2022-09-22 10:08:20,619 Steering: -86
2022-09-22 10:08:20,620 -100_-71
2022-09-22 10:08:20,659 Steering: -86
2022-09-22 10:08:20,659 -100_-71
2022-09-22 10:08:20,709 Steering: -86
2022-09-22 10:08:20,710 -100_-71
2022-09-22 10:08:20,737 Steering: -86
2022-09-22 10:08:20,737 -100_-71
2022-09-22 10:08:20,762 Steering: -86
2022-09-22 10:08:20,763 -100_-71
2022-09-22 10:08:20,817 Steering: -86
2022-09-22 10:08:20,817 -100_-71
2022-09-22 10:08:20,847 Steering: -86
2022-09-22 10:08:20,847 -100_-71
2022-09-22 10:08:20,883 Steering: -86
2022-09-22 10:08:20,884 -100_-71
2022-09-22 10:08:20,916 Steering: -86
2022-09-22 10:08:20,916 -100_-71
2022-09-22 10:08:20,949 Steering: -86
2022-09-22 10:08:20,950 -100_-71
2022-09-22 10:08:20,980 Steering: -86
2022-09-22 10:08:20,980 -100_-71
2022-09-22 10:08:21,014 Steering: -86
2022-09-22 10:08:21,015 -100_-71
2022-09-22 10:08:21,048 Steering: -86
2022-09-22 10:08:21,048 -100_-71
2022-09-22 10:08:21,083 Steering: -86
2022-09-22 10:08:21,084 -100_-71
2022-09-22 10:08:21,115 Steering: -86
2022-09-22 10:08:21,116 -100_-71
2022-09-22 10:08:21,148 Steering: -86
2022-09-22 10:08:21,149 -100_-71
2022-09-22 10:08:21,182 Steering: -86
2022-09-22 10:08:21,183 -100_-71
2022-09-22 10:08:21,217 Steering: -86
2022-09-22 10:08:21,217 -100_-71
2022-09-22 10:08:21,251 Steering: -86
2022-09-22 10:08:21,251 -100_-71
2022-09-22 10:08:21,287 Steering: -21
2022-09-22 10:08:21,287 -30_-11
2022-09-22 10:08:21,351 Steering: -21
2022-09-22 10:08:21,352 -30_-11
2022-09-22 10:08:21,381 Steering: -21
2022-09-22 10:08:21,382 -30_-11
2022-09-22 10:08:21,404 Steering: -86
2022-09-22 10:08:21,404 -100_-71
2022-09-22 10:08:21,436 Steering: -21
2022-09-22 10:08:21,437 -30_-11
2022-09-22 10:08:21,459 Steering: -21
2022-09-22 10:08:21,459 -30_-11
2022-09-22 10:08:21,480 Steering: -21
2022-09-22 10:08:21,481 -30_-11
2022-09-22 10:08:21,513 Steering: -21
2022-09-22 10:08:21,513 -30_-11
2022-09-22 10:08:21,548 Steering: -21
2022-09-22 10:08:21,549 -30_-11
2022-09-22 10:08:21,580 Steering: -86
2022-09-22 10:08:21,580 -100_-71
2022-09-22 10:08:21,613 Steering: -21
2022-09-22 10:08:21,614 -30_-11
2022-09-22 10:08:21,648 Steering: -21
2022-09-22 10:08:21,648 -30_-11
2022-09-22 10:08:21,688 Steering: -86
2022-09-22 10:08:21,689 -100_-71
2022-09-22 10:08:21,713 Steering: -21
2022-09-22 10:08:21,714 -30_-11
2022-09-22 10:08:21,750 Steering: -41
2022-09-22 10:08:21,750 -50_-31
2022-09-22 10:08:21,781 Steering: -41
2022-09-22 10:08:21,782 -50_-31
2022-09-22 10:08:21,812 Steering: -86
2022-09-22 10:08:21,813 -100_-71
2022-09-22 10:08:21,845 Steering: -86
2022-09-22 10:08:21,846 -100_-71
2022-09-22 10:08:21,878 Steering: -86
2022-09-22 10:08:21,879 -100_-71
2022-09-22 10:08:21,913 Steering: -86
2022-09-22 10:08:21,914 -100_-71
2022-09-22 10:08:21,949 Steering: -86
2022-09-22 10:08:21,950 -100_-71
2022-09-22 10:08:21,985 Steering: -86
2022-09-22 10:08:21,986 -100_-71
2022-09-22 10:08:22,019 Steering: -86
2022-09-22 10:08:22,020 -100_-71
2022-09-22 10:08:22,053 Steering: -86
2022-09-22 10:08:22,053 -100_-71
2022-09-22 10:08:22,080 Steering: -86
2022-09-22 10:08:22,085 -100_-71
2022-09-22 10:08:22,114 Steering: -86
2022-09-22 10:08:22,115 -100_-71
2022-09-22 10:08:22,161 Steering: -86
2022-09-22 10:08:22,162 -100_-71
2022-09-22 10:08:22,184 Steering: -86
2022-09-22 10:08:22,184 -100_-71
2022-09-22 10:08:22,215 Steering: -86
2022-09-22 10:08:22,216 -100_-71
2022-09-22 10:08:22,246 Steering: -86
2022-09-22 10:08:22,246 -100_-71
2022-09-22 10:08:22,280 Steering: -86
2022-09-22 10:08:22,280 -100_-71
2022-09-22 10:08:22,312 Steering: -86
2022-09-22 10:08:22,313 -100_-71
2022-09-22 10:08:22,350 Steering: -86
2022-09-22 10:08:22,351 -100_-71
2022-09-22 10:08:22,385 Steering: -86
2022-09-22 10:08:22,385 -100_-71
2022-09-22 10:08:22,414 Steering: -86
2022-09-22 10:08:22,414 -100_-71
2022-09-22 10:08:22,453 Steering: -86
2022-09-22 10:08:22,454 -100_-71
2022-09-22 10:08:22,491 Steering: -86
2022-09-22 10:08:22,491 -100_-71
2022-09-22 10:08:22,514 Steering: -86
2022-09-22 10:08:22,514 -100_-71
2022-09-22 10:08:22,551 Steering: -86
2022-09-22 10:08:22,551 -100_-71
2022-09-22 10:08:22,579 Steering: -86
2022-09-22 10:08:22,579 -100_-71
2022-09-22 10:08:22,612 Steering: -86
2022-09-22 10:08:22,612 -100_-71
2022-09-22 10:08:22,645 Steering: -86
2022-09-22 10:08:22,646 -100_-71
2022-09-22 10:08:22,678 Steering: -86
2022-09-22 10:08:22,679 -100_-71
2022-09-22 10:08:22,743 Steering: -86
2022-09-22 10:08:22,743 -100_-71
2022-09-22 10:08:22,763 Steering: -86
2022-09-22 10:08:22,764 -100_-71
2022-09-22 10:08:22,783 Steering: -86
2022-09-22 10:08:22,784 -100_-71
2022-09-22 10:08:22,815 Steering: -86
2022-09-22 10:08:22,816 -100_-71
2022-09-22 10:08:22,849 Steering: -86
2022-09-22 10:08:22,849 -100_-71
2022-09-22 10:08:22,882 Steering: -86
2022-09-22 10:08:22,882 -100_-71
2022-09-22 10:08:22,913 Steering: -86
2022-09-22 10:08:22,914 -100_-71
2022-09-22 10:08:22,953 Steering: -86
2022-09-22 10:08:22,953 -100_-71
2022-09-22 10:08:22,980 Steering: -86
2022-09-22 10:08:22,980 -100_-71
2022-09-22 10:08:23,014 Steering: -86
2022-09-22 10:08:23,014 -100_-71
2022-09-22 10:08:23,056 Steering: -86
2022-09-22 10:08:23,057 -100_-71
2022-09-22 10:08:23,078 Steering: -86
2022-09-22 10:08:23,079 -100_-71
2022-09-22 10:08:23,115 Steering: -86
2022-09-22 10:08:23,116 -100_-71
2022-09-22 10:08:23,146 Steering: -86
2022-09-22 10:08:23,147 -100_-71
2022-09-22 10:08:23,180 Steering: -86
2022-09-22 10:08:23,180 -100_-71
2022-09-22 10:08:23,213 Steering: -86
2022-09-22 10:08:23,214 -100_-71
2022-09-22 10:08:23,250 Steering: -86
2022-09-22 10:08:23,251 -100_-71
2022-09-22 10:08:23,291 Steering: -86
2022-09-22 10:08:23,291 -100_-71
2022-09-22 10:08:23,311 Steering: -86
2022-09-22 10:08:23,312 -100_-71
2022-09-22 10:08:23,344 Steering: -86
2022-09-22 10:08:23,345 -100_-71
2022-09-22 10:08:23,385 Steering: -86
2022-09-22 10:08:23,385 -100_-71
2022-09-22 10:08:23,412 Steering: -86
2022-09-22 10:08:23,413 -100_-71
2022-09-22 10:08:23,446 Steering: 85
2022-09-22 10:08:23,451 70_100
2022-09-22 10:08:23,478 Steering: -86
